,light_height,light_width,mirror_offset,metric
0,2.92468168027699,5.194419249892235,4.712979056779295,-85.77715972273953
1,8.652588367462158,14.594359993934631,6.989673995971679,-42.615797048295946
2,14.934714794158936,9.198923707008362,0.325086859986186,-68.81852970544817
3,5.7067678570747375,11.019542217254639,7.5519993841648105,-56.508125087406654
4,6.280577301979065,8.324925303459167,5.612382036447525,-90.80384017361308
5,11.954654097557068,11.424793601036072,3.0357996195554735,-45.63806539030501
6,11.36006772518158,7.289132177829742,9.847749555110932,-76.9206096124777
7,2.185950979590416,12.968398928642273,2.321308316290379,-46.156186632992735
8,1.0384063441306353,9.4843590259552,8.945206552743912,-55.13068630962199
9,10.210710644721985,10.143287181854248,1.4090700536966325,-51.34272140398208
10,13.102198719978333,6.143878400325775,5.9061439514160154,-73.1146197765246
11,7.42993438243866,14.22595500946045,3.319923070073128,-44.73456897074823
12,4.66691929101944,6.373394876718521,1.2401197329163554,-95.30432275659886
13,13.896465063095093,13.21519136428833,8.457337033748626,-39.483929352106344
14,9.692436933517456,7.995086908340454,4.426665326952934,-80.91766287084604
15,3.962931215763092,12.413811683654785,6.693721681833267,-53.18710725327289
16,4.471320271492004,7.6166293025016785,1.7209906846284868,-96.87761324720712
17,9.293448328971863,12.01597809791565,9.247426170110703,-47.90516581681678
18,13.38808810710907,6.776182651519775,3.63611356317997,-72.4603418468114
19,5.065893292427063,13.598612546920776,6.212708961963654,-48.154079037283395
20,7.8237956166267395,5.74589267373085,8.149872732162475,-86.58507600404278
21,12.598937034606934,13.847650289535522,0.9230205073952675,-39.725525304614166
22,9.816864013671875,9.867627918720245,6.391806548833847,-80.15757711637521
23,1.541655994951725,10.54622769355774,4.115039739012718,-57.67746394609597
24,2.5850325226783752,7.062188982963562,7.297069847583771,-99.27882281795355
25,10.851585626602173,12.72178590297699,5.0300005108118055,-44.11684232336595
26,11.55556035041809,8.566736876964569,7.8539924085140225,-76.15137773908837
