,light_height,light_width,mirror_offset,metric
0,4.61001311801374,12.207050761207938,3.8724972136318687,-53.491101234430616
1,11.649824023246765,5.257499888539314,5.971447587013245,-76.622773750186
2,10.64064621925354,13.373556733131409,1.2896345116198065,-42.97841721244856
3,3.6776793599128723,9.073999524116516,9.09570798277855,-98.709112914386
4,2.111651360988617,14.508997797966003,6.298509234189987,-37.974915434295006
5,9.14425265789032,8.026356101036072,3.429108449816704,-82.32629811554901
6,13.583263635635376,11.160122752189636,8.7248725771904,-44.28143190221119
7,6.613941490650177,6.39241635799408,1.6988491833209993,-90.16351402308788
8,7.414914846420288,12.682421207427979,8.056056731939316,-48.651627973067875
9,14.450246095657349,9.794336557388306,2.41632499396801,-69.72870274953083
10,8.384281992912292,11.658834218978882,7.02067357301712,-50.004601112031395
11,1.4223902374505997,5.796046331524849,2.755605846643448,-69.61761478223403
12,2.9200589656829834,10.596550703048706,0.5832045204937458,-63.597406699759325
13,9.949034929275513,6.926596015691757,9.772849941253662,-80.42930239280366
14,12.448447108268738,13.81246566772461,4.554629898071289,-40.021333612366085
15,5.479345679283142,8.732749223709106,5.260028713941574,-93.14688854338937
16,6.233503878116608,14.309120178222656,2.0939489245414733,-45.50357580187725
17,13.19817304611206,8.135920763015747,7.7499956548213955,-72.65530077255234
18,10.514134645462036,10.021504163742065,3.0682944744825367,-51.17647188818036
19,3.4760269224643707,7.445566654205322,7.317047798633575,-99.6928114153431
20,1.5408866703510284,11.474336385726929,9.469810104370117,-47.861843886115224
21,8.511910915374756,6.08056552708149,0.25780732147395613,-84.70264470821306
22,14.762497067451477,12.944777011871338,5.553381699323654,-39.02528155659444
23,7.731598079204559,9.588209390640259,4.8703397661447525,-85.77231323082441
24,6.7415691614151,10.721985697746277,6.27690441608429,-55.95678846554536
25,13.70175850391388,6.7352621257305145,4.195477014780044,-71.82726704914181
26,9.460937976837158,14.869276881217957,8.799938005208968,-41.380653797641166
