,x,y,integ_watts
0,-9.0,-9.0,2415.0
1,-7.9411764705882355,-9.0,2877.0
2,-6.882352941176471,-9.0,3140.0
3,-5.823529411764706,-9.0,3519.0
4,-4.764705882352941,-9.0,3891.0
5,-3.7058823529411766,-9.0,4152.0
6,-2.6470588235294112,-9.0,4433.0
7,-1.5882352941176467,-9.0,4647.0
8,-0.5294117647058822,-9.0,4761.0
9,0.5294117647058822,-9.0,4833.0
10,1.5882352941176467,-9.0,4639.0
11,2.6470588235294112,-9.0,4576.0
12,3.7058823529411775,-9.0,4341.0
13,4.764705882352942,-9.0,4137.0
14,5.8235294117647065,-9.0,3758.0
15,6.882352941176471,-9.0,3619.0
16,7.9411764705882355,-9.0,3133.0
17,9.0,-9.0,2812.0
18,-9.0,-7.9411764705882355,2664.0
19,-7.9411764705882355,-7.9411764705882355,3062.0
20,-6.882352941176471,-7.9411764705882355,3544.0
21,-5.823529411764706,-7.9411764705882355,4031.0
22,-4.764705882352941,-7.9411764705882355,4358.0
23,-3.7058823529411766,-7.9411764705882355,4790.0
24,-2.6470588235294112,-7.9411764705882355,4861.0
25,-1.5882352941176467,-7.9411764705882355,5179.0
26,-0.5294117647058822,-7.9411764705882355,5327.0
27,0.5294117647058822,-7.9411764705882355,5224.0
28,1.5882352941176467,-7.9411764705882355,5201.0
29,2.6470588235294112,-7.9411764705882355,5172.0
30,3.7058823529411775,-7.9411764705882355,5006.0
31,4.764705882352942,-7.9411764705882355,4633.0
32,5.8235294117647065,-7.9411764705882355,4338.0
33,6.882352941176471,-7.9411764705882355,3983.0
34,7.9411764705882355,-7.9411764705882355,3548.0
35,9.0,-7.9411764705882355,3101.0
36,-9.0,-6.882352941176471,2943.0
37,-7.9411764705882355,-6.882352941176471,3424.0
38,-6.882352941176471,-6.882352941176471,3812.0
39,-5.823529411764706,-6.882352941176471,4316.0
40,-4.764705882352941,-6.882352941176471,4702.0
41,-3.7058823529411766,-6.882352941176471,5130.0
42,-2.6470588235294112,-6.882352941176471,5466.0
43,-1.5882352941176467,-6.882352941176471,5590.0
44,-0.5294117647058822,-6.882352941176471,5950.0
45,0.5294117647058822,-6.882352941176471,5906.0
46,1.5882352941176467,-6.882352941176471,5991.0
47,2.6470588235294112,-6.882352941176471,5667.0
48,3.7058823529411775,-6.882352941176471,5518.0
49,4.764705882352942,-6.882352941176471,5225.0
50,5.8235294117647065,-6.882352941176471,4829.0
51,6.882352941176471,-6.882352941176471,4338.0
52,7.9411764705882355,-6.882352941176471,3874.0
53,9.0,-6.882352941176471,3346.0
54,-9.0,-5.823529411764706,3143.0
55,-7.9411764705882355,-5.823529411764706,3679.0
56,-6.882352941176471,-5.823529411764706,4139.0
57,-5.823529411764706,-5.823529411764706,4725.0
58,-4.764705882352941,-5.823529411764706,5174.0
59,-3.7058823529411766,-5.823529411764706,5634.0
60,-2.6470588235294112,-5.823529411764706,5955.0
61,-1.5882352941176467,-5.823529411764706,6170.0
62,-0.5294117647058822,-5.823529411764706,6532.0
